Date,financials_Revenue,financials_Cost Of Goods Sold,financials_Gross Profit,financials_Research And Development Expenses,financials_SG&A Expenses,financials_Other Operating Income Or Expenses,financials_Operating Expenses,financials_Operating Income,financials_Total Non-Operating Income/Expense,financials_Pre-Tax Income,financials_Income Taxes,financials_Income After Taxes,financials_Other Income,financials_Income From Continuous Operations,financials_Income From Discontinued Operations,financials_Net Income,financials_EBITDA,financials_EBIT,financials_Basic Shares Outstanding,financials_Shares Outstanding,financials_Basic EPS,financials_EPS - Earnings Per Share,balance_sheet_Cash On Hand,balance_sheet_Receivables,balance_sheet_Inventory,balance_sheet_Pre-Paid Expenses,balance_sheet_Other Current Assets,balance_sheet_Total Current Assets,balance_sheet_Property Plant And Equipment,balance_sheet_Long-Term Investments,balance_sheet_Goodwill And Intangible Assets,balance_sheet_Other Long-Term Assets,balance_sheet_Total Long-Term Assets,balance_sheet_Total Assets,balance_sheet_Total Current Liabilities,balance_sheet_Long Term Debt,balance_sheet_Other Non-Current Liabilities,balance_sheet_Total Long Term Liabilities,balance_sheet_Total Liabilities,balance_sheet_Common Stock Net,balance_sheet_Retained Earnings (Accumulated Deficit),balance_sheet_Comprehensive Income,balance_sheet_Other Share Holders Equity,balance_sheet_Share Holder Equity,balance_sheet_Total Liabilities And Share Holders Equity,cash_flow_statement_Net Income/Loss,cash_flow_statement_Total Depreciation And Amortization - Cash Flow,cash_flow_statement_Other Non-Cash Items,cash_flow_statement_Total Non-Cash Items,cash_flow_statement_Change In Accounts Receivable,cash_flow_statement_Change In Inventories,cash_flow_statement_Change In Accounts Payable,cash_flow_statement_Change In Assets/Liabilities,cash_flow_statement_Total Change In Assets/Liabilities,cash_flow_statement_Cash Flow From Operating Activities,cash_flow_statement_Net Change In Property Plant And Equipment,cash_flow_statement_Net Change In Intangible Assets,cash_flow_statement_Net Acquisitions/Divestitures,cash_flow_statement_Net Change In Short-term Investments,cash_flow_statement_Net Change In Long-Term Investments,cash_flow_statement_Net Change In Investments - Total,cash_flow_statement_Investing Activities - Other,cash_flow_statement_Cash Flow From Investing Activities,cash_flow_statement_Net Long-Term Debt,cash_flow_statement_Net Current Debt,cash_flow_statement_Debt Issuance/Retirement Net - Total,cash_flow_statement_Net Common Equity Issued/Repurchased,cash_flow_statement_Net Total Equity Issued/Repurchased,cash_flow_statement_Total Common And Preferred Stock Dividends Paid,cash_flow_statement_Financial Activities - Other,cash_flow_statement_Cash Flow From Financial Activities,cash_flow_statement_Net Cash Flow,cash_flow_statement_Stock-Based Compensation,cash_flow_statement_Common Stock Dividends Paid,key_financial_ratios_Current Ratio,key_financial_ratios_Long-term Debt / Capital,key_financial_ratios_Debt/Equity Ratio,key_financial_ratios_Gross Margin,key_financial_ratios_Operating Margin,key_financial_ratios_EBIT Margin,key_financial_ratios_EBITDA Margin,key_financial_ratios_Pre-Tax Profit Margin,key_financial_ratios_Net Profit Margin,key_financial_ratios_Asset Turnover,key_financial_ratios_Inventory Turnover Ratio,key_financial_ratios_Receiveable Turnover,key_financial_ratios_Days Sales In Receivables,key_financial_ratios_ROE - Return On Equity,key_financial_ratios_Return On Tangible Equity,key_financial_ratios_ROA - Return On Assets,key_financial_ratios_ROI - Return On Investment,key_financial_ratios_Book Value Per Share,key_financial_ratios_Operating Cash Flow Per Share,key_financial_ratios_Free Cash Flow Per Share,Employees
2021-07-31,6507.0,2292.0,4215.0,1245.0,526.0,0.0,1771.0,2444.0,-50.0,2394.0,20.0,2374.0,0.0,2374.0,0.0,2374.0,2730.0,2444.0,24930.0,25320.0,0.1,0.09,19654.0,3586.0,2114.0,452.0,0.0,25806.0,2364.0,0.0,6671.0,2050.0,12844.0,38650.0,4448.0,10943.0,1396.0,13055.0,17503.0,3.0,22995.0,8.0,0.0,21147.0,38650.0,2373.0,286.0,299.0,585.0,-562.0,-123.0,209.0,67.0,-276.0,2682.0,-183.0,0.0,0.0,-2352.0,0.0,-2352.0,2.0,-2533.0,4985.0,0.0,4985.0,0.0,0.0,-99.0,-385.0,4501.0,4650.0,465.0,-99.0,5.8017,0.341,0.5648,64.7764,37.5596,37.5596,0.0,36.7912,36.4838,0.1684,1.0842,1.8146,49.5989,11.2262,16.3996,6.1423,7.3979,0.8472,0.1058,0.0986,18975
2021-10-31,7103.0,2472.0,4631.0,1403.0,557.0,0.0,1960.0,2671.0,-33.0,2638.0,174.0,2464.0,0.0,2464.0,0.0,2464.0,2969.0,2671.0,24990.0,25380.0,0.1,0.1,19298.0,3954.0,2233.0,321.0,0.0,25806.0,2509.0,0.0,6756.0,3761.0,14826.0,40632.0,3612.0,10944.0,1535.0,13222.0,16834.0,3.0,25359.0,9.0,0.0,23798.0,40632.0,2464.0,298.0,528.0,826.0,-366.0,-118.0,140.0,-1420.0,-1771.0,1519.0,-222.0,0.0,-203.0,-4014.0,0.0,-4014.0,0.0,-4439.0,-1008.0,0.0,-1008.0,0.0,0.0,-100.0,-312.0,-1420.0,-4340.0,559.0,-100.0,7.1445,0.315,0.4599,65.1978,37.6038,37.6038,0.0,37.1392,34.6896,0.1748,1.107,1.7964,50.1,10.3538,14.4584,6.0642,7.0923,0.9512,0.0595,0.0508,18975
2022-01-31,7643.0,2643.0,5000.0,1467.0,563.0,0.0,2030.0,2970.0,-105.0,2865.0,-137.0,3002.0,0.0,3002.0,0.0,3002.0,3279.0,2970.0,24960.0,25350.0,0.12,0.12,21208.0,4650.0,2605.0,366.0,0.0,28829.0,2778.0,0.0,6688.0,3841.0,15358.0,44187.0,4335.0,10946.0,1553.0,13240.0,17575.0,3.0,16235.0,-11.0,0.0,26612.0,44187.0,3003.0,309.0,401.0,710.0,-692.0,-374.0,183.0,-219.0,-680.0,3033.0,-273.0,0.0,-60.0,-1253.0,0.0,-1253.0,0.0,-1586.0,0.0,0.0,0.0,281.0,281.0,-101.0,-925.0,-745.0,702.0,551.0,-101.0,6.6503,0.2914,0.4113,65.4193,38.8591,38.8591,0.0,37.4853,39.2778,0.173,1.0146,1.6437,54.756,11.2806,15.0673,6.7939,7.993,1.0619,0.1199,0.1091,22473
2022-04-30,8288.0,2857.0,5431.0,1618.0,592.0,0.0,3563.0,1868.0,-63.0,1805.0,187.0,1618.0,0.0,1618.0,0.0,1618.0,2202.0,1868.0,25060.0,25370.0,0.07,0.06,20338.0,5438.0,3163.0,636.0,0.0,29575.0,2916.0,0.0,6576.0,3505.0,15637.0,45212.0,5562.0,10947.0,1631.0,13330.0,18892.0,3.0,15758.0,-64.0,0.0,26320.0,45212.0,1618.0,334.0,1429.0,1763.0,-788.0,-560.0,255.0,-1191.0,-1650.0,1731.0,-361.0,0.0,-36.0,3044.0,0.0,3044.0,-35.0,2612.0,0.0,0.0,0.0,-1996.0,-1996.0,-100.0,-350.0,-2446.0,1897.0,578.0,-100.0,5.3173,0.2937,0.4159,65.5285,22.5386,22.5386,0.0,21.7785,19.5222,0.1833,0.9033,1.5241,59.0516,6.1474,8.1949,3.5787,4.3416,1.0511,0.0682,0.054,22473
2022-07-31,6704.0,3789.0,2915.0,1824.0,592.0,0.0,2416.0,499.0,-24.0,475.0,-181.0,656.0,0.0,656.0,0.0,656.0,877.0,499.0,24950.0,25160.0,0.03,0.03,17037.0,5317.0,3889.0,1175.0,0.0,27418.0,3233.0,0.0,6408.0,3340.0,16058.0,43476.0,7573.0,9700.0,1609.0,12052.0,19625.0,2.0,12971.0,-90.0,0.0,23851.0,43476.0,656.0,378.0,207.0,585.0,120.0,-725.0,304.0,-303.0,29.0,1270.0,-433.0,0.0,-13.0,2094.0,0.0,2094.0,-30.0,1618.0,0.0,0.0,0.0,-3345.0,-3345.0,-100.0,-317.0,-3762.0,-874.0,648.0,-100.0,3.6205,0.2891,0.4591,43.4815,7.4433,7.4433,0.0,7.0853,9.7852,0.1542,0.9743,1.2609,71.3798,2.7504,3.7608,1.5089,1.9552,0.9525,0.0511,0.0337,22473
2022-10-31,5931.0,2754.0,3177.0,1945.0,631.0,0.0,2576.0,601.0,12.0,613.0,-67.0,680.0,0.0,680.0,0.0,680.0,1007.0,601.0,24830.0,24990.0,0.03,0.03,13143.0,4908.0,4454.0,718.0,0.0,23223.0,3774.0,0.0,6222.0,3580.0,17265.0,40488.0,6855.0,9701.0,1785.0,12284.0,19139.0,2.0,9905.0,-123.0,0.0,21349.0,40488.0,680.0,406.0,179.0,585.0,410.0,-563.0,-917.0,289.0,-873.0,392.0,-530.0,0.0,0.0,3613.0,0.0,3613.0,65.0,3148.0,0.0,0.0,0.0,-3485.0,-3485.0,-100.0,-168.0,-3753.0,-213.0,745.0,-100.0,3.3877,0.3124,0.5129,53.566,10.1332,10.1332,0.0,10.3355,11.4652,0.1465,0.6183,1.2084,74.4765,3.1852,4.4953,1.6795,2.19,0.865,0.0165,-0.0049,22473
2023-01-31,6051.0,2218.0,3833.0,1952.0,625.0,0.0,2577.0,1256.0,32.0,1288.0,-126.0,1414.0,0.0,1414.0,0.0,1414.0,1682.0,1256.0,24870.0,25070.0,0.06,0.05,13296.0,3827.0,5159.0,791.0,0.0,23073.0,3807.0,0.0,6048.0,3820.0,18109.0,41182.0,6563.0,9703.0,1913.0,12518.0,19081.0,2.0,10171.0,-43.0,0.0,22101.0,41182.0,1414.0,426.0,121.0,547.0,1080.0,-706.0,-193.0,-60.0,287.0,2248.0,-509.0,0.0,0.0,583.0,-77.0,506.0,0.0,-3.0,0.0,0.0,0.0,-858.0,-858.0,-98.0,-700.0,-1656.0,589.0,738.0,-98.0,3.5156,0.3051,0.4956,63.3449,20.7569,20.7569,0.0,21.2857,23.368,0.1469,0.4299,1.5811,56.9212,6.3979,8.8083,3.4335,4.446,0.8962,0.0892,0.0691,26196
2023-04-30,7192.0,2544.0,4648.0,1875.0,633.0,0.0,2508.0,2140.0,69.0,2209.0,166.0,2043.0,0.0,2043.0,0.0,2043.0,2524.0,2140.0,24700.0,24900.0,0.08,0.08,15320.0,4080.0,4611.0,872.0,0.0,24883.0,3740.0,0.0,5971.0,4204.0,19577.0,44460.0,7260.0,9704.0,2037.0,12680.0,19940.0,2.0,12115.0,-50.0,0.0,24520.0,44460.0,2043.0,384.0,-420.0,-36.0,-252.0,566.0,11.0,105.0,904.0,2911.0,-248.0,0.0,-83.0,-510.0,0.0,-510.0,0.0,-841.0,0.0,0.0,0.0,0.0,0.0,-99.0,-281.0,-380.0,1690.0,735.0,-99.0,3.4274,0.2835,0.4467,64.6274,29.7553,29.7553,0.0,30.7147,28.4066,0.1618,0.5517,1.7627,51.0567,8.332,11.0141,4.5951,5.9695,0.9915,0.1169,0.1069,26196
2023-07-31,13507.0,4045.0,9462.0,2040.0,622.0,0.0,2662.0,6800.0,181.0,6981.0,793.0,6188.0,0.0,6188.0,0.0,6188.0,7165.0,6800.0,24729.0,24994.0,0.25,0.25,16023.0,7066.0,4319.0,1389.0,0.0,28797.0,3799.0,0.0,5825.0,4501.0,20758.0,49555.0,10334.0,8456.0,2223.0,11720.0,22054.0,2.0,14921.0,-51.0,0.0,27501.0,49555.0,6189.0,365.0,-32.0,333.0,-2987.0,295.0,778.0,-461.0,-174.0,6348.0,-289.0,0.0,0.0,-178.0,0.0,-178.0,21.0,-446.0,-1250.0,0.0,-1250.0,-3067.0,-3067.0,-100.0,-682.0,-5099.0,803.0,841.0,-100.0,2.7866,0.2352,0.3529,70.0526,50.3443,50.3443,0.0,51.6843,45.8133,0.2726,0.9366,1.9115,47.0823,22.501,28.5477,12.4871,17.2094,1.1139,0.2535,0.2421,26196
2023-10-31,18120.0,4720.0,13400.0,2294.0,689.0,0.0,2983.0,10417.0,105.0,10522.0,1279.0,9243.0,0.0,9243.0,0.0,9243.0,10789.0,10417.0,24680.0,24940.0,0.37,0.37,18281.0,8309.0,4779.0,1289.0,0.0,32658.0,3844.0,0.0,5681.0,4667.0,21490.0,54148.0,9101.0,8457.0,2234.0,11782.0,20883.0,2.0,20360.0,-88.0,0.0,33265.0,54148.0,9243.0,372.0,450.0,822.0,-1243.0,-456.0,461.0,227.0,-2733.0,7332.0,-278.0,0.0,0.0,-2896.0,0.0,-2896.0,4.0,-3170.0,0.0,0.0,0.0,-3807.0,-3807.0,-97.0,-621.0,-4525.0,-363.0,979.0,-97.0,3.5884,0.2027,0.2918,73.9514,57.489,57.489,0.0,58.0684,51.0099,0.3346,0.9877,2.1808,41.2699,27.786,33.5086,17.0699,22.1538,1.3489,0.2948,0.2836,26196
2024-01-31,22103.0,5312.0,16791.0,2466.0,710.0,0.0,3176.0,13615.0,491.0,14106.0,1820.0,12286.0,0.0,12286.0,0.0,12286.0,14002.0,13615.0,24690.0,24940.0,0.51,0.49,25984.0,9999.0,5282.0,3080.0,0.0,44345.0,3914.0,0.0,5542.0,4500.0,21383.0,65728.0,10631.0,8459.0,2541.0,12119.0,22750.0,25.0,29817.0,27.0,0.0,42978.0,65728.0,12285.0,387.0,546.0,933.0,-1690.0,-503.0,281.0,-879.0,-1719.0,11499.0,-254.0,0.0,0.0,-4845.0,-861.0,-5706.0,-149.0,-6109.0,0.0,0.0,0.0,-2256.0,-2256.0,-99.0,-1274.0,-3629.0,1761.0,994.0,-99.0,4.1713,0.1645,0.2259,75.9671,61.598,61.598,0.0,63.8194,55.5852,0.3363,1.0057,2.2105,40.7144,28.5867,32.8187,18.6922,23.8855,1.744,0.4611,0.4508,29600
2024-04-30,26044.0,5638.0,20406.0,2720.0,777.0,0.0,3497.0,16909.0,370.0,17279.0,2398.0,14881.0,0.0,14881.0,0.0,14881.0,17319.0,16909.0,24620.0,24890.0,0.6,0.6,31438.0,12365.0,5864.0,4062.0,0.0,53729.0,4006.0,0.0,5439.0,4568.0,23343.0,77072.0,15223.0,8460.0,2966.0,12707.0,27930.0,2.0,36598.0,-109.0,0.0,49142.0,77072.0,14881.0,410.0,-780.0,-370.0,-2366.0,-577.0,-22.0,-403.0,834.0,15345.0,-369.0,0.0,-39.0,-5150.0,-135.0,-5285.0,0.0,-5693.0,0.0,0.0,0.0,-7740.0,-7740.0,-98.0,-1507.0,-9345.0,307.0,1011.0,-98.0,3.5295,0.1469,0.1976,78.352,64.9247,64.9247,0.0,66.3454,57.1379,0.3379,0.9615,2.1063,42.7296,30.2816,34.0503,19.3079,25.8342,1.9985,0.6165,0.6017,29600
2024-07-31,30040.0,7466.0,22574.0,3090.0,842.0,0.0,3932.0,18642.0,572.0,19214.0,2615.0,16599.0,0.0,16599.0,0.0,16599.0,19075.0,18642.0,24578.0,24848.0,0.68,0.67,34800.0,14132.0,6675.0,4026.0,0.0,59633.0,4885.0,0.0,5574.0,4001.0,25594.0,85227.0,13969.0,8461.0,3336.0,13101.0,27070.0,25.0,45961.0,56.0,0.0,58157.0,85227.0,16599.0,433.0,-884.0,-451.0,-1767.0,-803.0,823.0,975.0,-1660.0,14488.0,-977.0,0.0,-278.0,-2064.0,135.0,-1929.0,0.0,-3184.0,-1250.0,0.0,-1250.0,-7158.0,-7158.0,-246.0,-1666.0,-10320.0,984.0,1153.0,-246.0,4.269,0.127,0.1455,75.1465,62.0573,62.0573,0.0,63.9614,55.2563,0.3525,1.1185,2.1257,42.3396,28.5417,31.5672,19.4762,24.9167,2.3678,0.5841,0.5448,29600
2024-10-31,35082.0,8926.0,26156.0,3390.0,897.0,0.0,4287.0,21869.0,447.0,22316.0,3007.0,19309.0,0.0,19309.0,0.0,19309.0,22347.0,21869.0,24533.0,24774.0,0.79,0.78,38487.0,17693.0,7654.0,3806.0,0.0,67640.0,5343.0,0.0,5562.0,5437.0,28373.0,96013.0,16479.0,8462.0,3683.0,13635.0,30114.0,25.0,53950.0,103.0,0.0,65899.0,96013.0,19309.0,478.0,534.0,1012.0,-3561.0,-977.0,1689.0,-449.0,-2694.0,17627.0,-813.0,0.0,-148.0,-3385.0,0.0,-3385.0,0.0,-4346.0,0.0,0.0,0.0,-10997.0,-10997.0,-245.0,-1503.0,-12745.0,536.0,1252.0,-245.0,4.1046,0.1138,0.1284,74.5568,62.3368,62.3368,0.0,63.611,55.0396,0.3654,1.1662,1.9828,45.39,29.3009,32.0019,20.1108,25.9666,2.6889,0.7151,0.6821,29600
2025-01-31,39331.0,10609.0,28722.0,3714.0,975.0,0.0,4689.0,24033.0,1184.0,25217.0,3126.0,22091.0,0.0,22091.0,0.0,22091.0,24576.0,24033.0,24555.0,24804.0,0.9,0.89,43210.0,23065.0,10080.0,3771.0,0.0,80126.0,6283.0,0.0,5995.0,6425.0,31475.0,111601.0,18047.0,8463.0,4245.0,14227.0,32274.0,24.0,68038.0,28.0,0.0,79327.0,111601.0,22091.0,543.0,-142.0,401.0,-5369.0,-2424.0,867.0,703.0,-5863.0,16629.0,-1077.0,0.0,-542.0,-4286.0,-1315.0,-5601.0,22.0,-7198.0,0.0,0.0,0.0,-7321.0,-7321.0,-245.0,-2383.0,-9949.0,-518.0,1321.0,-245.0,4.4399,0.0964,0.1067,73.0264,61.1045,61.1045,0.0,64.1148,56.1669,0.3524,1.0525,1.7052,52.779,27.848,30.1246,19.7946,25.1635,3.2409,0.6681,0.6248,36000
2025-04-30,44062.0,17394.0,26668.0,3989.0,1041.0,0.0,5030.0,21638.0,272.0,21910.0,3135.0,18775.0,0.0,18775.0,0.0,18775.0,22249.0,21638.0,24441.0,24611.0,0.77,0.76,53691.0,22132.0,11333.0,2779.0,0.0,89935.0,7136.0,0.0,6267.0,6788.0,35319.0,125254.0,26542.0,8464.0,4884.0,14869.0,41411.0,24.0,72158.0,186.0,0.0,83843.0,125254.0,18775.0,611.0,-626.0,-15.0,933.0,-1258.0,941.0,910.0,8654.0,27414.0,-1227.0,0.0,-383.0,-2957.0,-649.0,-3606.0,0.0,-5216.0,0.0,0.0,0.0,-14095.0,-14095.0,-244.0,-1214.0,-15553.0,6645.0,1474.0,-244.0,3.3884,0.0917,0.101,60.5238,49.1081,49.1081,0.0,49.7254,42.6104,0.3518,1.5348,1.9909,45.2063,22.3931,24.2021,14.9895,20.3397,3.4379,1.1139,1.064,36000
