Date,Close,High,Low,Open,Volume
2009-02-02,0.19211168587207794,0.19417493863469662,0.1785859192798418,0.17950292202593657,577992000
2009-02-03,0.19440418481826782,0.19600894303105643,0.18729742382404885,0.19257017933633172,396948000
2009-02-04,0.19990622997283936,0.20976400127946587,0.19486273432503698,0.19486273432503698,779232000
2009-02-05,0.21457816660404205,0.21687066622339338,0.19257014566239333,0.19463339805268465,919192000
2009-02-06,0.22626997530460358,0.22764547264552906,0.21159795812013646,0.21526596924844255,1157880000
2009-02-09,0.22328965365886688,0.22856240784852697,0.21709991062263506,0.2253529058924023,716128000
2009-02-10,0.21366120874881744,0.2260407256819516,0.20953470310443942,0.22306047008719207,1129664000
2009-02-11,0.18683895468711853,0.20380347354046435,0.1801907009917208,0.19669671158005791,1983400000
2009-02-12,0.19073618948459625,0.19188243950652567,0.1801906783513432,0.18271242566671228,1024020000
2009-02-13,0.19050690531730652,0.19279941874598244,0.18500490315011245,0.18638041394019328,764304000
2009-02-17,0.17950290441513062,0.18775591465591288,0.17881514900693987,0.18340016228758374,779576000
2009-02-18,0.1843171864748001,0.19027768393935005,0.17927367810912073,0.17950292538383836,646252000
2009-02-19,0.17010360956192017,0.18958988128378193,0.17010360956192017,0.18798512354690114,743988000
2009-02-20,0.17445944249629974,0.17721045118780485,0.166206443750545,0.16781118857230443,770056000
2009-02-23,0.1664356291294098,0.1783566350281295,0.16528937935055454,0.1774396324721703,679548000
2009-02-24,0.18133695423603058,0.1815662015402367,0.16712343007393035,0.16735269104251652,659524000
2009-02-25,0.18340015411376953,0.18890215614095116,0.17468864976536727,0.18087839350571155,702360000
2009-02-26,0.18936069309711456,0.19577969917958016,0.18706819287685958,0.18981920133979305,1117556000
2009-02-27,0.1898191273212433,0.19417487877411085,0.1831708765420637,0.18454637340497615,755444000
2009-03-02,0.1737716794013977,0.18913143848066852,0.17308392389621446,0.1852341937229731,700064000
2009-03-03,0.18064908683300018,0.1875265973525035,0.1712498301994896,0.1769810912431376,1041372000
2009-03-04,0.19394570589065552,0.19944770911494195,0.18385868859248117,0.1854634469344367,1108668000
2009-03-05,0.18936069309711456,0.19898920222081296,0.1884437039405159,0.19119469873907022,955252000
2009-03-06,0.1923408955335617,0.19921840795230442,0.18683889379719276,0.1893606406075857,974756000
2009-03-09,0.19027769565582275,0.2054082216845329,0.1898192010781554,0.19096545118670294,682768000
2009-03-10,0.20747143030166626,0.21113944103869964,0.19532117548009165,0.19715518084860836,1254800000
2009-03-11,0.21320267021656036,0.27166145168171535,0.20403265804676857,0.20747140748629964,864916000
2009-03-12,0.2258114367723465,0.22810393644891838,0.2097639253719673,0.2125149195181032,1604604000
2009-03-13,0.22466525435447693,0.22787475759770146,0.21893398977876025,0.22260200129351973,1195156000
2009-03-16,0.2159537374973297,0.22718700587109505,0.2141197453732625,0.22695775856363418,699344000
2009-03-17,0.22672849893569946,0.2271869935257065,0.21389048644294806,0.21664148131174935,1005384000
2009-03-18,0.23383527994155884,0.2404835480819854,0.22306051891779427,0.22328976624502725,1359560000
2009-03-19,0.2310842126607895,0.23543995151374716,0.22947946820595005,0.23543995151374716,822648000
2009-03-20,0.21847544610500336,0.2347522196335424,0.21251493556435852,0.2345229587170738,1093672000
2009-03-23,0.23429366946220398,0.23475219123968186,0.22030942480351848,0.2253529183970197,816048000
2009-03-24,0.22420676052570343,0.23062578109002754,0.22306051026959792,0.22856251423178053,1114868000
2009-03-25,0.2278747260570526,0.2384202235414102,0.21916320674746967,0.23108422885604268,1243852000
2009-03-26,0.242088183760643,0.24254667820814885,0.22902092803422344,0.23154267482425608,1333664000
2009-03-27,0.23979580402374268,0.24552705580343012,0.23612779195323702,0.2395665430210495,731892000
2009-03-30,0.22443589568138123,0.23360592047623335,0.22122639383537002,0.23062566583399993,780052000
2009-03-31,0.22604072093963623,0.23154272379524926,0.22443596270521093,0.22787472644629994,805272000
2009-04-01,0.23177193105220795,0.23383516968887452,0.21480740454121364,0.22328966096452332,887920000
2009-04-02,0.24254676699638367,0.24690253416406568,0.23704477695471854,0.24048352756294938,1002860000
2009-04-03,0.25951117277145386,0.26019892805772954,0.23864941728399997,0.24277592167290551,1003208000
2009-04-06,0.2601988911628723,0.26249139023956103,0.251716650044873,0.25515539865990605,887288000
2009-04-07,0.2512582540512085,0.2579065210964558,0.24965350936054825,0.25515552629407273,607804000
2009-04-08,0.26157450675964355,0.26226226222505117,0.2519459849014486,0.2540092512976714,731652000
2009-04-09,0.2760172486305237,0.27693423765342223,0.2661594936549699,0.26822273262086876,904412000
2009-04-13,0.26707640290260315,0.272807678234437,0.26111592137663964,0.2725784173828151,767628000
2009-04-14,0.2686813175678253,0.2751003242220478,0.2622623109136029,0.2634085611258297,711960000
2009-04-15,0.26111599802970886,0.2622622479668189,0.2501119658389474,0.25928199266458196,1045368000
2009-04-16,0.26776424050331116,0.27097375676965874,0.2558432464552813,0.2659302351123632,1038772000
2009-04-17,0.26959824562072754,0.2721200064468168,0.2613452350342124,0.26776424023164036,695764000
2009-04-20,0.2533213198184967,0.2615743250114893,0.251945809843419,0.25928182660551763,590660000
